Label	Text
objective	the only hope is the veritas project , a highly trained investigative team working undercover to expose the truth . 
objective	jimmy sees the tv proposal and returns to town convinced that he can change her mind , however he faces formidable opposition from almost every side . 
subjective	what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class . 
objective	a young african american man , quickly closing in on the much sought after american dream , comes to terms with the fact that no amount of success can shield him from the ills that face our society . 
objective	this romantic comedy , described as an african-american when harry met sally . . . , centers on a romance between an a & # 38 ; r exec , dre ( diggs ) , at a hip-hop label and a magazine editor , sidney ( lathan ) , who have known each other since childhood . 
objective	the bikers tell everyone in the store that if any one tells who committed the crime , the gang will take revenge on them and their families . 
objective	they do this by planning india 's biggest bank heist and then de-camping with the loot . 
objective	suddenly , patricia becomes suspicious that this arrogant man ca n't be her beloved husband . 
objective	he faces the hostility and malice of the modern world . 
subjective	scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar . 
objective	lilo is a 5 year old hawaiian girl who 's quite peculiar : she has an off beat take on life and is a little obsessed about taking care of downtrodden animals . 
subjective	every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat . 
subjective	`` juwanna mann ? `` no thanks . wewannour money back , actually . 
objective	standard story of boy meets girl and girl thinks he is gay . 
objective	the beautiful fugitive , grace ( nicole kidman ) , arrives in the isolated township of dogville on the run from a team of gangsters . 
subjective	mazel tov to a film about a family 's joyous life acting on the yiddish stage . 
objective	but his mentor and `` trainer `` joe ( chazz palminteri ) , a shady hustler who decides how and who johnny plays , is holding him back from his dream . 
subjective	it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins . 
subjective	legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral . 
subjective	cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them . 
objective	mariachi is recruited by sands to take out gen . marquez ( has a huge score to settle with the mariachi ) , who has major beef with mariachi to begin with . 
subjective	raimi and his team could n't have done any better in bringing the story of spider-man to the big screen . 
subjective	what 's next ? the porky 's revenge : ultimate edition ? 
